"surah","ayahs","cause"
18,"110","عن ابن عباس رضي الله عنهما قال: قال رجل: يا رسول الله، إني أقف الموقف أريد وجه الله، وأريد أن يرى موْطِئي، فلم يرد عليه رسول الله ﷺ شيئاً، فنزلت: { فَمَن كَانَ يَرْجُوا۟ لِقَآءَ رَبِّهِۦ فَلْيَعْمَلْ عَمَلًا صَـٰلِحًا وَلَا يُشْرِكْ بِعِبَادَةِ رَبِّهِۦٓ أَحَدَۢا }."
