"surah","ayahs","occasion"
13,"13","عن أنس رضي الله عنه أن رسول الله ﷺ بعث رجلاً مرة إلى رجل من فرعانة العرب، فقال: « اذهب فادعه لي »، قال: فذهب إليه، فقال: يدعوك رسول الله ﷺ، فقال له: من رسول الله؟ وما الله؟ أمن ذهب هو؟ أم من فضة هو؟ أم من نحاس هو؟ قال: فرجع إلى رسول الله ﷺ، فأخبره، فقال: يا رسول الله، قد أَخْبَرْتُكَ أنه أعتى من ذلك، قال لي: كذا وكذا، فقال لي: « ارجع إليه الثانية »، فذهب، فقال له مثلها، فرجع إلى رسول الله ﷺ، فقال: « ارجع اليه فادعه »، فرجع إليه الثالثة، قال: فأعاد عليه ذلك الكلام، فبينما هو يكلمه إذ بعث الله عز و جل سحابة حيال رأسه، فرعدت، فوقعت منها صاعقة، فذهبت بقحف رأسه، فأنزل الله عز و جل: { وَيُرْسِلُ ٱلصَّوَٰعِقَ } الآية."
